accelerometer_X	accelerometer_Y	accelerometer_Z	latitude	longitude	tilt	timestamp	datetime
0.44294083	7.161276	6.1077952	-22.8588133	-43.2310379	50	7423	2018-03-15T11:13:58.889Z
0.36392978	7.5467544	7.4366174	-22.8588133	-43.2310379	45	7463	2018-03-15T11:13:58.929Z
0.13168511	7.6473136	7.24747	-22.8588133	-43.2310379	47	7506	2018-03-15T11:13:58.972Z
1.0343267	8.011244	7.26423	-22.8588133	-43.2310379	48	7540	2018-03-15T11:13:59.006Z
1.1229149	5.2314906	6.091035	-22.8588133	-43.2310379	41	7587	2018-03-15T11:13:59.053Z
0.098165266	7.0104365	8.12138	-22.8588133	-43.2310379	41	7625	2018-03-15T11:13:59.091Z
0.30646718	6.445388	7.1349387	-22.8588133	-43.2310379	42	7662	2018-03-15T11:13:59.128Z
-0.05506832	6.6225643	8.114198	-22.8588133	-43.2310379	39	7717	2018-03-15T11:13:59.183Z
-0.05506832	5.8156934	6.873963	-22.8588133	-43.2310379	40	7761	2018-03-15T11:13:59.227Z
0.4668836	7.0511394	7.692805	-22.8588133	-43.2310379	43	7804	2018-03-15T11:13:59.270Z
0.5243462	6.0000525	6.7063637	-22.8588133	-43.2310379	42	7844	2018-03-15T11:13:59.311Z
0.7829279	6.4597535	6.012024	-22.8588133	-43.2310379	47	7884	2018-03-15T11:13:59.350Z
0.6081458	7.0607166	7.472532	-22.8588133	-43.2310379	43	7922	2018-03-15T11:13:59.388Z
0.24182175	7.185219	8.011244	-22.8588133	-43.2310379	42	7964	2018-03-15T11:13:59.430Z
-0.3040729	6.737489	7.103813	-22.8588133	-43.2310379	44	8003	2018-03-15T11:13:59.469Z
0.49800915	6.349617	7.893924	-22.8588133	-43.2310379	39	8045	2018-03-15T11:13:59.511Z
0.8571504	5.95935	7.0774765	-22.8588133	-43.2310379	40	8082	2018-03-15T11:13:59.548Z
0.3040729	5.681614	8.45179	-22.8588133	-43.2310379	34	8122	2018-03-15T11:13:59.589Z
0.7733508	6.184412	7.6090055	-22.8588133	-43.2310379	39	8163	2018-03-15T11:13:59.630Z
0.4668836	6.4190507	7.3600006	-22.8588133	-43.2310379	41	8203	2018-03-15T11:13:59.669Z
0.7206767	6.1030064	8.0926485	-22.8588133	-43.2310379	37	8246	2018-03-15T11:13:59.713Z
0.71828246	6.3137026	7.726325	-22.8588133	-43.2310379	39	8283	2018-03-15T11:13:59.749Z
0.7398309	5.487678	6.7398834	-22.8588133	-43.2310379	39	8321	2018-03-15T11:13:59.787Z
0.9074302	5.8228765	7.764633	-22.8588133	-43.2310379	37	8365	2018-03-15T11:13:59.831Z
0.1987248	6.3400397	7.501263	-22.8588133	-43.2310379	40	8404	2018-03-15T11:13:59.870Z
0.48124924	5.4733124	7.075082	-22.8588133	-43.2310379	38	8447	2018-03-15T11:13:59.913Z
1.324034	5.7821736	8.186026	-22.8588133	-43.2310379	36	8484	2018-03-15T11:13:59.950Z
0.46927786	5.8156934	8.511647	-22.8588133	-43.2310379	34	8523	2018-03-15T11:13:59.990Z
0.50040346	5.803722	8.056735	-22.8588133	-43.2310379	36	8565	2018-03-15T11:14:00.032Z
0.967287	5.8827333	8.497281	-22.8588133	-43.2310379	35	8603	2018-03-15T11:14:00.069Z
0.1340794	6.2275085	8.05434	-22.8588133	-43.2310379	38	8645	2018-03-15T11:14:00.111Z
0.45251793	5.5978146	7.8316727	-22.8588133	-43.2310379	36	8682	2018-03-15T11:14:00.148Z
